Player,GP,W%,SCPG,GPG,APG,SAPG,SHPG,Rating,Country
Lenrid,9,"
    0.00%
  ","
    341.78
  ","
    0.22
  ","
    0.22
  ","
    2.67
  ","
    1.56
  ",0.72,int
Scout,21,"
    38.10%
  ","
    325.10
  ","
    0.52
  ","
    0.29
  ","
    1.24
  ","
    2.62
  ",0.72,int
Chippy,61,"
    39.34%
  ","
    319.00
  ","
    0.46
  ","
    0.34
  ","
    1.33
  ","
    2.23
  ",0.72,gb
acqua,7,"
    57.14%
  ","
    271.43
  ","
    0.29
  ","
    0.86
  ","
    0.86
  ","
    1.29
  ",0.71,int
Eversax,17,"
    47.06%
  ","
    298.06
  ","
    0.35
  ","
    0.47
  ","
    1.47
  ","
    2.18
  ",0.71,be
Outcast,12,"
    25.00%
  ","
    256.92
  ","
    0.42
  ","
    0.42
  ","
    0.92
  ","
    1.92
  ",0.71,int
tatagane123,4,"
    25.00%
  ","
    335.25
  ","
    0.25
  ","
    0.25
  ","
    2.25
  ","
    1.25
  ",0.70,int
Malakiss,16,"
    43.75%
  ","
    283.25
  ","
    0.63
  ","
    0.19
  ","
    1.25
  ","
    2.13
  ",0.70,us
Pedrinho,38,"
    21.05%
  ","
    313.29
  ","
    0.37
  ","
    0.39
  ","
    1.63
  ","
    2.08
  ",0.70,int
MateusSTL,7,"
    57.14%
  ","
    262.00
  ","
    0.29
  ","
    0.43
  ","
    1.43
  ","
    2.57
  ",0.70,br
AbsorbentKarma,3,"
    0.00%
  ","
    392.00
  ","
    0.00
  ","
    0.67
  ","
    2.00
  ","
    2.00
  ",0.70,mx
orbit,13,"
    7.69%
  ","
    274.38
  ","
    0.31
  ","
    0.31
  ","
    1.54
  ","
    1.85
  ",0.70,ar
Renxys,4,"
    25.00%
  ","
    289.75
  ","
    0.25
  ","
    0.25
  ","
    1.50
  ","
    3.75
  ",0.70,int
Firewall154,4,"
    50.00%
  ","
    253.00
  ","
    0.25
  ","
    0.75
  ","
    1.00
  ","
    1.50
  ",0.70,br
Nxko,3,"
    0.00%
  ","
    287.67
  ","
    1.00
  ","
    0.00
  ","
    1.00
  ","
    1.67
  ",0.70,int
Plip,19,"
    31.58%
  ","
    303.26
  ","
    0.37
  ","
    0.42
  ","
    1.26
  ","
    2.16
  ",0.70,us
snipjz,23,"
    13.04%
  ","
    278.30
  ","
    0.30
  ","
    0.35
  ","
    1.00
  ","
    2.26
  ",0.69,br
Camzyh,3,"
    0.00%
  ","
    391.33
  ","
    0.33
  ","
    0.00
  ","
    2.67
  ","
    1.33
  ",0.69,nl
Caz,31,"
    22.58%
  ","
    303.77
  ","
    0.29
  ","
    0.26
  ","
    1.42
  ","
    3.06
  ",0.69,int
Growlii,3,"
    0.00%
  ","
    244.33
  ","
    0.33
  ","
    0.33
  ","
    1.00
  ","
    3.33
  ",0.69,int
ghostfire,3,"
    0.00%
  ","
    298.00
  ","
    0.33
  ","
    0.33
  ","
    1.00
  ","
    2.33
  ",0.69,de
Azmo,2,"
    50.00%
  ","
    435.00
  ","
    0.50
  ","
    0.00
  ","
    1.50
  ","
    4.00
  ",0.69,int
pryyme,31,"
    35.48%
  ","
    323.61
  ","
    0.32
  ","
    0.39
  ","
    1.81
  ","
    1.71
  ",0.69,int
Bilbo,32,"
    25.00%
  ","
    289.84
  ","
    0.38
  ","
    0.41
  ","
    1.06
  ","
    2.31
  ",0.68,be
Lemonpuppy,34,"
    23.53%
  ","
    227.76
  ","
    0.35
  ","
    0.21
  ","
    1.41
  ","
    1.62
  ",0.68,us
bmendesantos,9,"
    33.33%
  ","
    341.33
  ","
    0.44
  ","
    0.00
  ","
    1.78
  ","
    1.78
  ",0.67,int
Spiral,8,"
    25.00%
  ","
    330.25
  ","
    0.25
  ","
    0.38
  ","
    1.38
  ","
    2.38
  ",0.67,int
Sword,25,"
    40.00%
  ","
    292.64
  ","
    0.40
  ","
    0.20
  ","
    1.32
  ","
    2.64
  ",0.67,br
qwop,5,"
    40.00%
  ","
    272.00
  ","
    0.20
  ","
    0.60
  ","
    1.20
  ","
    1.80
  ",0.67,us
foreverRx,3,"
    0.00%
  ","
    231.00
  ","
    0.00
  ","
    1.00
  ","
    0.67
  ","
    1.00
  ",0.67,br
Tinny,5,"
    0.00%
  ","
    156.00
  ","
    0.20
  ","
    0.60
  ","
    1.40
  ","
    0.80
  ",0.66,gb
cal,28,"
    35.71%
  ","
    307.93
  ","
    0.39
  ","
    0.25
  ","
    1.61
  ","
    1.93
  ",0.66,gb
Butters,5,"
    0.00%
  ","
    242.00
  ","
    0.40
  ","
    0.40
  ","
    1.20
  ","
    1.60
  ",0.66,int
Claven,9,"
    44.44%
  ","
    324.44
  ","
    0.33
  ","
    0.22
  ","
    1.56
  ","
    2.67
  ",0.66,us
Zukoe,36,"
    33.33%
  ","
    281.86
  ","
    0.47
  ","
    0.22
  ","
    1.19
  ","
    2.14
  ",0.66,au
Slurpee,26,"
    38.46%
  ","
    171.35
  ","
    0.31
  ","
    0.15
  ","
    1.62
  ","
    1.42
  ",0.65,au
Redi,64,"
    29.69%
  ","
    272.27
  ","
    0.34
  ","
    0.38
  ","
    1.09
  ","
    2.13
  ",0.64,int
Brenox,5,"
    20.00%
  ","
    386.20
  ","
    0.60
  ","
    0.00
  ","
    1.80
  ","
    2.00
  ",0.64,int
Chronomia,3,"
    33.33%
  ","
    278.33
  ","
    0.00
  ","
    0.67
  ","
    1.67
  ","
    2.33
  ",0.64,int
Reggles,21,"
    14.29%
  ","
    185.95
  ","
    0.38
  ","
    0.19
  ","
    1.24
  ","
    1.76
  ",0.64,au
Gr4nk0,3,"
    0.00%
  ","
    314.67
  ","
    0.00
  ","
    0.67
  ","
    2.00
  ","
    1.33
  ",0.63,int
RainBoy,6,"
    0.00%
  ","
    264.00
  ","
    0.17
  ","
    0.67
  ","
    1.17
  ","
    1.67
  ",0.63,int
milo,14,"
    21.43%
  ","
    258.57
  ","
    0.29
  ","
    0.36
  ","
    1.29
  ","
    1.43
  ",0.63,fr
Splashy,31,"
    22.58%
  ","
    284.87
  ","
    0.19
  ","
    0.32
  ","
    1.58
  ","
    2.16
  ",0.63,int
baait,9,"
    33.33%
  ","
    281.89
  ","
    0.44
  ","
    0.11
  ","
    1.44
  ","
    1.89
  ",0.63,int
Youngstar,3,"
    0.00%
  ","
    246.00
  ","
    0.00
  ","
    0.33
  ","
    1.33
  ","
    4.67
  ",0.63,int
ToXxicko,7,"
    28.57%
  ","
    291.57
  ","
    0.14
  ","
    0.57
  ","
    1.29
  ","
    1.86
  ",0.62,int
Viiexn,5,"
    0.00%
  ","
    278.20
  ","
    0.00
  ","
    0.80
  ","
    1.40
  ","
    1.80
  ",0.62,int
Gnagflow06,19,"
    26.32%
  ","
    300.89
  ","
    0.37
  ","
    0.21
  ","
    1.32
  ","
    1.74
  ",0.62,de
Dacks,6,"
    0.00%
  ","
    294.00
  ","
    0.33
  ","
    0.17
  ","
    1.67
  ","
    1.00
  ",0.62,int
Psycoquaxe,4,"
    25.00%
  ","
    296.50
  ","
    0.25
  ","
    0.25
  ","
    1.00
  ","
    2.50
  ",0.62,int
FaNaTiz,28,"
    46.43%
  ","
    167.86
  ","
    0.29
  ","
    0.29
  ","
    1.46
  ","
    1.46
  ",0.61,fr
Roblah,8,"
    25.00%
  ","
    323.25
  ","
    0.50
  ","
    0.00
  ","
    1.50
  ","
    2.63
  ",0.61,int
Deathxplotion,10,"
    40.00%
  ","
    281.60
  ","
    0.20
  ","
    0.40
  ","
    1.30
  ","
    0.90
  ",0.61,br
iRicky09,3,"
    0.00%
  ","
    262.00
  ","
    0.00
  ","
    0.67
  ","
    1.33
  ","
    2.33
  ",0.60,int
Kenzo,2,"
    0.00%
  ","
    276.50
  ","
    0.00
  ","
    0.50
  ","
    1.50
  ","
    2.00
  ",0.60,int
jojocats,4,"
    25.00%
  ","
    232.50
  ","
    0.00
  ","
    0.75
  ","
    0.75
  ","
    2.00
  ",0.60,us
OSP,5,"
    0.00%
  ","
    211.00
  ","
    0.20
  ","
    0.40
  ","
    1.40
  ","
    2.40
  ",0.60,gb
Dahma,3,"
    33.33%
  ","
    316.67
  ","
    0.33
  ","
    0.00
  ","
    2.33
  ","
    2.00
  ",0.60,int
Faykow,2,"
    0.00%
  ","
    286.50
  ","
    0.50
  ","
    0.00
  ","
    0.50
  ","
    2.00
  ",0.60,be
Paarth,4,"
    0.00%
  ","
    273.50
  ","
    0.25
  ","
    0.50
  ","
    1.00
  ","
    2.50
  ",0.59,int
Dalton,4,"
    25.00%
  ","
    298.50
  ","
    0.25
  ","
    0.25
  ","
    1.75
  ","
    2.50
  ",0.59,int
Huskih,20,"
    40.00%
  ","
    178.00
  ","
    0.20
  ","
    0.25
  ","
    1.25
  ","
    1.95
  ",0.59,us
Wolf,12,"
    25.00%
  ","
    259.25
  ","
    0.25
  ","
    0.33
  ","
    1.58
  ","
    1.75
  ",0.59,int
StepSisterrrr,2,"
    0.00%
  ","
    276.00
  ","
    0.50
  ","
    0.00
  ","
    1.50
  ","
    2.50
  ",0.59,int
killarnaud,28,"
    46.43%
  ","
    176.61
  ","
    0.43
  ","
    0.11
  ","
    1.54
  ","
    1.57
  ",0.59,fr
Fakyy,12,"
    16.67%
  ","
    145.42
  ","
    0.25
  ","
    0.33
  ","
    1.33
  ","
    1.58
  ",0.59,fr
big,7,"
    14.29%
  ","
    343.86
  ","
    0.29
  ","
    0.00
  ","
    2.86
  ","
    1.43
  ",0.58,int
Dequavis,6,"
    0.00%
  ","
    322.67
  ","
    0.17
  ","
    0.17
  ","
    2.33
  ","
    1.83
  ",0.58,int
Stev,10,"
    20.00%
  ","
    189.50
  ","
    0.30
  ","
    0.20
  ","
    1.60
  ","
    1.40
  ",0.58,us
Halden,8,"
    25.00%
  ","
    258.38
  ","
    0.38
  ","
    0.25
  ","
    1.00
  ","
    2.38
  ",0.58,int
totothdt,18,"
    27.78%
  ","
    280.67
  ","
    0.33
  ","
    0.22
  ","
    1.17
  ","
    2.22
  ",0.58,int
blu3y,4,"
    25.00%
  ","
    193.75
  ","
    0.25
  ","
    0.25
  ","
    1.00
  ","
    1.75
  ",0.58,au
robkiernxn,3,"
    0.00%
  ","
    350.67
  ","
    0.00
  ","
    0.33
  ","
    2.33
  ","
    1.00
  ",0.57,int
Chub,4,"
    25.00%
  ","
    297.75
  ","
    0.00
  ","
    0.50
  ","
    1.00
  ","
    2.75
  ",0.57,int
Gaiade,3,"
    0.00%
  ","
    289.00
  ","
    0.00
  ","
    0.33
  ","
    1.67
  ","
    2.67
  ",0.57,es
Gib,13,"
    23.08%
  ","
    260.54
  ","
    0.15
  ","
    0.38
  ","
    1.23
  ","
    1.38
  ",0.57,int
KAR0TTENP0WER,6,"
    0.00%
  ","
    248.00
  ","
    0.50
  ","
    0.00
  ","
    1.17
  ","
    1.83
  ",0.57,de
Jitt,5,"
    40.00%
  ","
    295.80
  ","
    0.40
  ","
    0.00
  ","
    0.80
  ","
    3.80
  ",0.57,int
CaioG1,6,"
    66.67%
  ","
    302.67
  ","
    0.17
  ","
    0.33
  ","
    1.33
  ","
    2.00
  ",0.57,int
Zanetti,4,"
    50.00%
  ","
    273.00
  ","
    0.50
  ","
    0.00
  ","
    2.00
  ","
    0.75
  ",0.57,int
ESS,7,"
    14.29%
  ","
    267.71
  ","
    0.29
  ","
    0.14
  ","
    1.43
  ","
    1.57
  ",0.56,int
regisspd,3,"
    33.33%
  ","
    325.33
  ","
    0.00
  ","
    0.33
  ","
    2.67
  ","
    1.33
  ",0.56,int
Mabu,7,"
    14.29%
  ","
    271.14
  ","
    0.43
  ","
    0.00
  ","
    1.71
  ","
    1.29
  ",0.55,int
Tarbs,6,"
    0.00%
  ","
    230.00
  ","
    0.50
  ","
    0.00
  ","
    1.17
  ","
    2.67
  ",0.55,int
Alpe,2,"
    0.00%
  ","
    259.00
  ","
    0.00
  ","
    0.50
  ","
    1.00
  ","
    2.00
  ",0.55,int
Protomz,8,"
    25.00%
  ","
    328.13
  ","
    0.00
  ","
    0.25
  ","
    2.38
  ","
    2.00
  ",0.55,br
Heps,12,"
    25.00%
  ","
    312.92
  ","
    0.17
  ","
    0.08
  ","
    2.00
  ","
    1.75
  ",0.54,int
Walker,2,"
    0.00%
  ","
    200.00
  ","
    0.50
  ","
    0.00
  ","
    0.00
  ","
    3.00
  ",0.53,int
Lance,3,"
    66.67%
  ","
    201.33
  ","
    0.33
  ","
    0.33
  ","
    0.33
  ","
    2.33
  ",0.53,cl
Flukesyy,6,"
    0.00%
  ","
    298.50
  ","
    0.17
  ","
    0.17
  ","
    1.83
  ","
    2.17
  ",0.53,int
JD,3,"
    33.33%
  ","
    228.00
  ","
    0.00
  ","
    0.67
  ","
    1.33
  ","
    0.33
  ",0.53,int
Richy,11,"
    18.18%
  ","
    261.82
  ","
    0.09
  ","
    0.18
  ","
    1.91
  ","
    1.27
  ",0.52,cl
Seb,4,"
    0.00%
  ","
    250.25
  ","
    0.25
  ","
    0.25
  ","
    1.25
  ","
    1.75
  ",0.52,int
Makuhebi,9,"
    0.00%
  ","
    227.00
  ","
    0.22
  ","
    0.22
  ","
    1.11
  ","
    1.56
  ",0.52,int
Teejway,11,"
    0.00%
  ","
    262.73
  ","
    0.09
  ","
    0.36
  ","
    1.73
  ","
    0.91
  ",0.52,int
saucy,1,"
    0.00%
  ","
    323.00
  ","
    0.00
  ","
    0.00
  ","
    4.00
  ","
    0.00
  ",0.50,int
Blueze,7,"
    28.57%
  ","
    126.43
  ","
    0.29
  ","
    0.14
  ","
    1.14
  ","
    1.43
  ",0.49,us
Happypingoo,6,"
    16.67%
  ","
    238.67
  ","
    0.17
  ","
    0.17
  ","
    1.17
  ","
    1.33
  ",0.49,int
goalie0124,4,"
    25.00%
  ","
    178.75
  ","
    0.00
  ","
    0.50
  ","
    0.50
  ","
    2.75
  ",0.48,int
mrvn,6,"
    0.00%
  ","
    291.00
  ","
    0.00
  ","
    0.17
  ","
    2.00
  ","
    1.83
  ",0.48,de
Canis,2,"
    0.00%
  ","
    197.50
  ","
    0.00
  ","
    0.50
  ","
    0.50
  ","
    2.00
  ",0.48,int
Barist,3,"
    0.00%
  ","
    309.33
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    3.33
  ",0.48,it
cominho,3,"
    33.33%
  ","
    249.33
  ","
    0.00
  ","
    0.33
  ","
    1.67
  ","
    2.00
  ",0.47,int
Sebs,3,"
    33.33%
  ","
    252.33
  ","
    0.00
  ","
    0.33
  ","
    1.67
  ","
    1.67
  ",0.47,int
Santana,3,"
    33.33%
  ","
    252.00
  ","
    0.00
  ","
    0.33
  ","
    1.00
  ","
    2.00
  ",0.46,int
Alemz,3,"
    0.00%
  ","
    312.67
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    2.67
  ",0.45,int
ColemanA,6,"
    0.00%
  ","
    145.00
  ","
    0.17
  ","
    0.00
  ","
    1.67
  ","
    1.17
  ",0.44,us
takeitt,3,"
    66.67%
  ","
    204.00
  ","
    0.00
  ","
    0.67
  ","
    0.33
  ","
    1.33
  ",0.44,int
FiremanJonas,3,"
    0.00%
  ","
    288.33
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    2.00
  ",0.40,int
star,6,"
    0.00%
  ","
    235.33
  ","
    0.17
  ","
    0.00
  ","
    1.83
  ","
    1.00
  ",0.40,int
DuduBRHue,3,"
    0.00%
  ","
    162.33
  ","
    0.00
  ","
    0.33
  ","
    0.67
  ","
    2.00
  ",0.40,int
Pulga,8,"
    25.00%
  ","
    217.00
  ","
    0.13
  ","
    0.13
  ","
    1.13
  ","
    1.75
  ",0.39,int
an average stem,6,"
    0.00%
  ","
    242.50
  ","
    0.17
  ","
    0.00
  ","
    1.67
  ","
    1.00
  ",0.39,int
Vano,6,"
    0.00%
  ","
    206.33
  ","
    0.00
  ","
    0.33
  ","
    1.33
  ","
    1.00
  ",0.38,int
Stealth,3,"
    0.00%
  ","
    271.00
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    1.67
  ",0.38,gb
PreM,7,"
    14.29%
  ","
    139.29
  ","
    0.14
  ","
    0.14
  ","
    0.71
  ","
    1.43
  ",0.37,us
Zerok,2,"
    0.00%
  ","
    229.50
  ","
    0.00
  ","
    0.00
  ","
    1.00
  ","
    2.50
  ",0.37,int
JrTins,6,"
    0.00%
  ","
    234.83
  ","
    0.17
  ","
    0.00
  ","
    1.50
  ","
    0.83
  ",0.36,int
R33SPAWNN,3,"
    0.00%
  ","
    255.67
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    1.33
  ",0.35,int
mock,2,"
    0.00%
  ","
    91.00
  ","
    0.00
  ","
    0.50
  ","
    0.00
  ","
    1.00
  ",0.34,int
Dicky,1,"
    0.00%
  ","
    252.00
  ","
    0.00
  ","
    0.00
  ","
    2.00
  ","
    1.00
  ",0.34,int
Janmebows,3,"
    0.00%
  ","
    240.33
  ","
    0.00
  ","
    0.33
  ","
    0.67
  ","
    1.00
  ",0.32,int
Cafresa,2,"
    0.00%
  ","
    242.50
  ","
    0.00
  ","
    0.00
  ","
    1.50
  ","
    1.00
  ",0.26,int
twistt,2,"
    0.00%
  ","
    153.50
  ","
    0.00
  ","
    0.00
  ","
    1.00
  ","
    1.50
  ",0.25,int
reclusey,3,"
    0.00%
  ","
    163.67
  ","
    0.00
  ","
    0.00
  ","
    1.00
  ","
    1.67
  ",0.24,int
Original,3,"
    0.00%
  ","
    169.00
  ","
    0.00
  ","
    0.00
  ","
    0.33
  ","
    2.33
  ",0.22,int
ZONII,3,"
    0.00%
  ","
    204.67
  ","
    0.00
  ","
    0.00
  ","
    1.00
  ","
    0.67
  ",0.21,int
DOS,2,"
    0.00%
  ","
    169.50
  ","
    0.00
  ","
    0.00
  ","
    0.50
  ","
    0.00
  ",0.11,int
Danielito,2,"
    0.00%
  ","
    100.00
  ","
    0.00
  ","
    0.00
  ","
    0.00
  ","
    0.50
  ",0.08,int
